"No.","Time","Source","Destination","Protocol","Length","Info"
"2829","0.000029","192.168.1.19","142.250.72.129","TCP","54","57029  >  443 [ACK] Seq=518 Ack=5649 Win=131072 Len=0"
"2830","0.000969","142.250.72.129","192.168.1.19","TCP","2878","443  >  57029 [PSH, ACK] Seq=5649 Ack=518 Win=66816 Len=2824 [TCP segment of a reassembled PDU]"
"2831","0.000000","142.250.72.129","192.168.1.19","TLSv1.3","717","Application Data"
"2832","0.000033","192.168.1.19","142.250.72.129","TCP","54","57029  >  443 [ACK] Seq=518 Ack=9136 Win=131072 Len=0"
"2833","0.000225","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"2834","0.000536","192.168.1.19","142.250.68.68","TLSv1.3","571","Client Hello (SNI=www.google.com)"
"2835","0.000730","142.250.72.129","192.168.1.19","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"2836","0.000450","142.250.72.129","192.168.1.19","TCP","5702","443  >  57025 [PSH, ACK] Seq=1413 Ack=518 Win=66816 Len=5648 [TCP segment of a reassembled PDU]"
"2837","0.000033","192.168.1.19","142.250.72.129","TCP","54","57025  >  443 [ACK] Seq=518 Ack=7061 Win=131072 Len=0"
"2838","0.001507","142.250.72.129","192.168.1.19","TCP","1466","443  >  57025 [PSH, ACK] Seq=7061 Ack=518 Win=66816 Len=1412 [TCP segment of a reassembled PDU]"
"2839","0.000000","142.250.72.129","192.168.1.19","TLSv1.3","8526","Server Hello, Change Cipher Spec"
"2840","0.000000","142.250.72.129","192.168.1.19","TLSv1.3","8526","Server Hello, Change Cipher Spec"
"2841","0.000000","142.250.72.129","192.168.1.19","TLSv1.3","717","Application Data"
"2842","0.000000","142.250.72.129","192.168.1.19","TLSv1.3","716","Application Data"
"2843","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"2844","0.000000","142.250.72.129","192.168.1.19","TLSv1.3","717","Application Data"
"2845","0.000164","192.168.1.19","142.250.72.129","TCP","54","57025  >  443 [ACK] Seq=518 Ack=9136 Win=131072 Len=0"
"2846","0.000051","192.168.1.19","142.250.72.129","TCP","54","57027  >  443 [ACK] Seq=518 Ack=9135 Win=131072 Len=0"
"2847","0.000023","192.168.1.19","142.250.72.129","TCP","54","57028  >  443 [ACK] Seq=518 Ack=9136 Win=131072 Len=0"
"2848","0.000054","192.168.1.19","142.250.188.246","TCP","54","56998  >  443 [ACK] Seq=3892 Ack=55747 Win=131072 Len=0"
"2849","0.000246","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"2850","0.000048","192.168.1.19","142.250.188.246","TCP","54","56998  >  443 [ACK] Seq=3892 Ack=58571 Win=131072 Len=0"
"2851","0.001586","142.250.72.129","192.168.1.19","TLSv1.3","8526","Server Hello, Change Cipher Spec"
"2852","0.000000","142.250.72.129","192.168.1.19","TLSv1.3","718","Application Data"
"2853","0.000087","192.168.1.19","142.250.72.129","TCP","54","57026  >  443 [ACK] Seq=518 Ack=9137 Win=131072 Len=0"
"2854","0.001672","142.250.188.246","192.168.1.19","TLSv1.3","1128","Application Data, Application Data"
"2855","0.000178","142.250.72.129","192.168.1.19","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"2856","0.000262","142.250.72.129","192.168.1.19","TCP","5702","443  >  57030 [PSH, ACK] Seq=1413 Ack=518 Win=66816 Len=5648 [TCP segment of a reassembled PDU]"
"2857","0.000030","192.168.1.19","142.250.72.129","TCP","54","57030  >  443 [ACK] Seq=518 Ack=7061 Win=131072 Len=0"
"2858","0.000752","142.250.72.129","192.168.1.19","TCP","1466","443  >  57030 [PSH, ACK] Seq=7061 Ack=518 Win=66816 Len=1412 [TCP segment of a reassembled PDU]"
"2859","0.000000","142.250.72.129","192.168.1.19","TLSv1.3","717","Application Data"
"2860","0.000051","192.168.1.19","142.250.72.129","TCP","54","57030  >  443 [ACK] Seq=518 Ack=9136 Win=131072 Len=0"
"2861","0.002331","192.168.1.19","142.250.189.14","TLSv1.3","2291","Application Data"
"2862","0.001295","142.250.188.246","192.168.1.19","TCP","60","443  >  57016 [ACK] Seq=4773 Ack=598 Win=66816 Len=0"
"2863","0.000027","192.168.1.19","142.250.188.246","TLSv1.3","1200","Application Data"
"2864","0.000907","142.250.188.246","192.168.1.19","TCP","60","443  >  57014 [ACK] Seq=4773 Ack=598 Win=66816 Len=0"
"2865","0.000024","192.168.1.19","142.250.188.246","TLSv1.3","1209","Application Data"
"2866","0.005171","192.168.1.19","142.250.188.246","TLSv1.3","1200","Application Data"
"2867","0.008733","142.250.188.246","192.168.1.19","TCP","60","443  >  57015 [ACK] Seq=4773 Ack=598 Win=66816 Len=0"
"2868","0.000000","142.250.188.246","192.168.1.19","TCP","60","443  >  57017 [ACK] Seq=4773 Ack=598 Win=66816 Len=0"
"2869","0.000040","192.168.1.19","142.250.188.246","TLSv1.3","1200","Application Data"
"2870","0.000040","192.168.1.19","142.250.188.246","TLSv1.3","1196","Application Data"
"2871","0.006002","142.250.188.246","192.168.1.19","TCP","60","443  >  57018 [ACK] Seq=4773 Ack=598 Win=66816 Len=0"
"2872","0.000036","192.168.1.19","142.250.188.246","TLSv1.3","1196","Application Data"
"2873","0.002788","192.168.1.19","142.250.72.129","TLSv1.3","134","Change Cipher Spec, Application Data"
"2874","0.009628","192.168.1.19","142.250.72.129","TLSv1.3","134","Change Cipher Spec, Application Data"
"2875","0.002657","192.168.1.19","142.250.72.129","TLSv1.3","134","Change Cipher Spec, Application Data"
"2876","0.000136","192.168.1.19","142.250.72.129","TLSv1.3","134","Change Cipher Spec, Application Data"
"2877","0.002289","192.168.1.19","142.250.72.129","TLSv1.3","134","Change Cipher Spec, Application Data"
"2878","0.000042","192.168.1.19","142.250.72.129","TLSv1.3","134","Change Cipher Spec, Application Data"
"2879","0.000039","142.250.68.68","192.168.1.19","TCP","60","443  >  57032 [ACK] Seq=1 Ack=518 Win=66816 Len=0"
"2880","0.008449","142.250.68.68","192.168.1.19","TLSv1.3","4290","Server Hello, Change Cipher Spec"
"2881","0.000000","142.250.68.68","192.168.1.19","TLSv1.3","128","Application Data"
"2882","0.000082","192.168.1.19","142.250.68.68","TCP","54","57032  >  443 [ACK] Seq=518 Ack=4311 Win=131072 Len=0"
"2883","0.000744","142.250.189.14","192.168.1.19","TCP","60","443  >  56993 [ACK] Seq=121453 Ack=19387 Win=106240 Len=0"
"2884","0.000000","142.250.188.246","192.168.1.19","TCP","60","443  >  57016 [ACK] Seq=4773 Ack=1744 Win=69632 Len=0"
"2885","0.000279","142.250.188.246","192.168.1.19","TCP","60","443  >  57014 [ACK] Seq=4773 Ack=1753 Win=69632 Len=0"
"2886","0.000062","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"2887","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","652","Application Data"
"2888","0.000020","192.168.1.19","142.250.188.246","TCP","54","57014  >  443 [ACK] Seq=1753 Ack=6783 Win=131072 Len=0"
"2889","0.000337","142.250.188.246","192.168.1.19","TLSv1.3","4290","Application Data, Application Data, Application Data"
"2890","0.000070","192.168.1.19","142.250.188.246","TCP","54","57014  >  443 [ACK] Seq=1753 Ack=11019 Win=131072 Len=0"
"2891","0.001129","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"2892","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","652","Application Data"
"2893","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"2894","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"2895","0.000170","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=1744 Ack=9607 Win=131072 Len=0"
"2896","0.000073","192.168.1.19","142.250.188.246","TCP","54","57014  >  443 [ACK] Seq=1753 Ack=13843 Win=131072 Len=0"
"2897","0.000966","142.250.188.246","192.168.1.19","TLSv1.3","4290","Application Data, Application Data, Application Data"
"2898","0.000046","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=1744 Ack=13843 Win=131072 Len=0"
"2899","0.003163","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"2900","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"2901","0.000079","192.168.1.19","142.250.188.246","TCP","54","57014  >  443 [ACK] Seq=1753 Ack=16667 Win=131072 Len=0"
"2902","0.001164","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"2903","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","4290","Application Data, Application Data, Application Data"
"2904","0.000069","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=1744 Ack=16667 Win=131072 Len=0"
"2905","0.000047","192.168.1.19","142.250.188.246","TCP","54","56998  >  443 [ACK] Seq=5038 Ack=65293 Win=131072 Len=0"
"2906","0.000401","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"2907","0.000036","192.168.1.19","142.250.188.246","TCP","54","57014  >  443 [ACK] Seq=1753 Ack=19491 Win=131072 Len=0"
"2908","0.001111","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"2909","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"2910","0.000061","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=1744 Ack=19491 Win=131072 Len=0"
"2911","0.000905","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"2912","0.000039","192.168.1.19","142.250.188.246","TCP","54","56998  >  443 [ACK] Seq=5038 Ack=68117 Win=131072 Len=0"
"2913","0.000800","142.250.188.246","192.168.1.19","TLSv1.3","381","Application Data"
"2914","0.000159","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"2915","0.000017","192.168.1.19","142.250.188.246","TCP","54","57014  >  443 [ACK] Seq=1753 Ack=20903 Win=131072 Len=0"
"2916","0.001710","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"2917","0.000162","142.250.188.246","192.168.1.19","TLSv1.3","578","Application Data"
"2918","0.000000","142.250.188.246","192.168.1.19","TCP","60","443  >  57015 [ACK] Seq=4773 Ack=1744 Win=69632 Len=0"
"2919","0.000043","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=1744 Ack=20015 Win=130560 Len=0"
"2920","0.000329","192.168.1.19","142.250.68.68","TLSv1.3","134","Change Cipher Spec, Application Data"
"2921","0.001451","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"2922","0.000042","192.168.1.19","142.250.188.246","TCP","54","57014  >  443 [ACK] Seq=1753 Ack=23727 Win=131072 Len=0"
"2923","0.004966","192.168.1.19","142.250.188.246","TLSv1.3","1196","Application Data"
"2924","0.000038","192.168.1.19","142.250.188.246","TLSv1.3","1201","Application Data"
"2925","0.000405","192.168.1.19","142.250.68.68","TLSv1.3","1999","Application Data"
"2926","0.000210","142.250.188.246","192.168.1.19","TCP","60","443  >  57018 [ACK] Seq=4773 Ack=1740 Win=69632 Len=0"
"2927","0.000766","142.250.188.246","192.168.1.19","TCP","60","443  >  57017 [ACK] Seq=4773 Ack=1740 Win=69632 Len=0"
"2928","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"2929","0.001751","142.250.188.246","192.168.1.19","TLSv1.3","652","Application Data"
"2930","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"2931","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","652","Application Data"
"2932","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","7114","Application Data, Application Data, Application Data, Application Data, Application Data"
"2933","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","7114","Application Data, Application Data, Application Data, Application Data, Application Data"
"2934","0.000068","192.168.1.19","142.250.188.246","TCP","54","57018  >  443 [ACK] Seq=1740 Ack=13843 Win=131072 Len=0"
"2935","0.000027","192.168.1.19","142.250.188.246","TCP","54","57017  >  443 [ACK] Seq=1740 Ack=13843 Win=131072 Len=0"
"2936","0.001226","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"2937","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","652","Application Data"
"2938","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","4290","Application Data, Application Data, Application Data"
"2939","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","778","Application Data"
"2940","0.000115","192.168.1.19","142.250.188.246","TCP","54","57015  >  443 [ACK] Seq=1744 Ack=11743 Win=131072 Len=0"
"2941","0.000243","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"2942","0.000028","192.168.1.19","142.250.188.246","TCP","54","57018  >  443 [ACK] Seq=1740 Ack=16667 Win=131072 Len=0"
"2943","0.001038","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"2944","0.000051","192.168.1.19","142.250.188.246","TCP","54","57017  >  443 [ACK] Seq=1740 Ack=16667 Win=131072 Len=0"
"2945","0.000945","142.250.72.129","192.168.1.19","TCP","60","443  >  57029 [ACK] Seq=9136 Ack=598 Win=66816 Len=0"
"2946","0.000022","192.168.1.19","142.250.72.129","TLSv1.3","1184","Application Data"
"2947","0.001950","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"2948","0.000064","192.168.1.19","142.250.188.246","TCP","54","57018  >  443 [ACK] Seq=1740 Ack=19491 Win=131072 Len=0"
"2949","0.000430","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"2950","0.000049","192.168.1.19","142.250.188.246","TCP","54","57017  >  443 [ACK] Seq=1740 Ack=19491 Win=131072 Len=0"
"2951","0.003474","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"2952","0.000022","192.168.1.19","142.250.188.246","TCP","54","57018  >  443 [ACK] Seq=1740 Ack=22315 Win=131072 Len=0"
"2953","0.000241","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"2954","0.000050","192.168.1.19","142.250.188.246","TCP","54","57017  >  443 [ACK] Seq=1740 Ack=20903 Win=131072 Len=0"
"2955","0.000109","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"2956","0.001345","142.250.72.129","192.168.1.19","TCP","60","443  >  57030 [ACK] Seq=9136 Ack=598 Win=66816 Len=0"
"2957","0.000023","192.168.1.19","142.250.72.129","TLSv1.3","1181","Application Data"
"2958","0.001182","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"2959","0.000033","192.168.1.19","142.250.188.246","TCP","54","57018  >  443 [ACK] Seq=1740 Ack=23727 Win=131072 Len=0"
"2960","0.001551","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"2961","0.000031","192.168.1.19","142.250.188.246","TCP","54","57017  >  443 [ACK] Seq=1740 Ack=23727 Win=131072 Len=0"
"2962","0.000058","142.250.72.129","192.168.1.19","TCP","60","443  >  57025 [ACK] Seq=9136 Ack=598 Win=66816 Len=0"
"2963","0.000019","192.168.1.19","142.250.72.129","TLSv1.3","1181","Application Data"
"2964","0.000744","142.250.72.129","192.168.1.19","TCP","60","443  >  57028 [ACK] Seq=9136 Ack=598 Win=66816 Len=0"
"2965","0.000026","192.168.1.19","142.250.72.129","TLSv1.3","1183","Application Data"
"2966","0.004297","142.250.72.129","192.168.1.19","TCP","60","443  >  57027 [ACK] Seq=9135 Ack=598 Win=66816 Len=0"
"2967","0.000044","192.168.1.19","142.250.72.129","TLSv1.3","1183","Application Data"
"2968","0.000777","192.168.1.19","142.250.188.246","TLSv1.3","1201","Application Data"
"2969","0.002741","Routerboardc_64:1a:b5","Broadcast","ARP","60","Who has 209.33.217.69? Tell 209.33.217.65"
"2970","0.000000","Routerboardc_64:1a:b5","Broadcast","ARP","60","Who has 209.33.217.78? Tell 209.33.217.65"
"2971","0.000000","Routerboardc_64:1a:b5","Broadcast","ARP","60","Who has 209.33.202.184? Tell 209.33.202.177"
"2972","0.000000","Routerboardc_64:1a:b5","Broadcast","ARP","60","Who has 209.33.202.180? Tell 209.33.202.177"
"2973","0.000000","Routerboardc_64:1a:b5","Broadcast","ARP","60","Who has 209.33.202.188? Tell 209.33.202.177"
"2974","0.000000","142.250.72.129","192.168.1.19","TCP","60","443  >  57026 [ACK] Seq=9137 Ack=598 Win=66816 Len=0"
"2975","0.000036","192.168.1.19","142.250.72.129","TLSv1.3","1159","Application Data"
"2976","0.003641","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"2977","0.000034","192.168.1.19","142.250.188.246","TCP","54","57014  >  443 [ACK] Seq=1753 Ack=26551 Win=131072 Len=0"
"2978","0.001890","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"2979","0.000032","192.168.1.19","142.250.188.246","TCP","54","57014  >  443 [ACK] Seq=1753 Ack=29375 Win=131072 Len=0"
"2980","0.001529","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"2981","0.000925","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"2982","0.000000","142.250.189.14","192.168.1.19","TCP","1466","443  >  56993 [ACK] Seq=121453 Ack=19387 Win=106240 Len=1412 [TCP segment of a reassembled PDU]"
"2983","0.000072","192.168.1.19","142.250.188.246","TCP","54","57014  >  443 [ACK] Seq=1753 Ack=32199 Win=131072 Len=0"
"2984","0.000186","142.250.189.14","192.168.1.19","TLSv1.3","899","Application Data"
"2985","0.000032","192.168.1.19","142.250.189.14","TCP","54","56993  >  443 [ACK] Seq=19387 Ack=123710 Win=131072 Len=0"
"2986","0.000821","142.250.189.14","192.168.1.19","TCP","1466","443  >  56993 [ACK] Seq=123710 Ack=19387 Win=106240 Len=1412 [TCP segment of a reassembled PDU]"
"2987","0.000000","142.250.189.14","192.168.1.19","TLSv1.3","390","Application Data"
"2988","0.000038","192.168.1.19","142.250.189.14","TCP","54","56993  >  443 [ACK] Seq=19387 Ack=125458 Win=131072 Len=0"
"2989","0.000883","142.250.189.14","192.168.1.19","TLSv1.3","165","Application Data"
"2990","0.000000","142.250.189.14","192.168.1.19","TLSv1.3","81","Application Data"
"2991","0.000027","192.168.1.19","142.250.189.14","TCP","54","56993  >  443 [ACK] Seq=19387 Ack=125596 Win=131072 Len=0"
"2992","0.000291","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"2993","0.000073","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"2994","0.000024","192.168.1.19","142.250.188.246","TCP","54","57014  >  443 [ACK] Seq=1753 Ack=35023 Win=131072 Len=0"
"2995","0.003706","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"2996","0.000300","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"2997","0.000026","192.168.1.19","142.250.188.246","TCP","54","57014  >  443 [ACK] Seq=1753 Ack=37847 Win=131072 Len=0"
"2998","0.000659","142.250.68.68","192.168.1.19","TCP","60","443  >  57032 [ACK] Seq=4311 Ack=598 Win=66816 Len=0"
"2999","0.002030","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"3000","0.001152","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"3001","0.000030","192.168.1.19","142.250.188.246","TCP","54","57014  >  443 [ACK] Seq=1753 Ack=40671 Win=131072 Len=0"
"3002","0.002386","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"3003","0.000086","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"3004","0.000021","192.168.1.19","142.250.188.246","TCP","54","57014  >  443 [ACK] Seq=1753 Ack=43495 Win=131072 Len=0"
"3005","0.000888","192.168.1.19","142.250.189.14","TLSv1.3","2751","Application Data"
"3006","0.000169","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"3007","0.000043","192.168.1.19","142.250.189.14","TLSv1.3","2753","Application Data"
"3008","0.001766","142.250.68.68","192.168.1.19","TCP","60","443  >  57032 [ACK] Seq=4311 Ack=2010 Win=69632 Len=0"
"3009","0.000000","142.250.68.68","192.168.1.19","TCP","60","443  >  57032 [ACK] Seq=4311 Ack=2543 Win=72448 Len=0"
"3010","0.000000","142.250.68.68","192.168.1.19","TLSv1.3","1466","Application Data"
"3011","0.000000","142.250.68.68","192.168.1.19","TLSv1.3","652","Application Data"
"3012","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"3013","0.000000","142.250.68.68","192.168.1.19","TLSv1.3","5702","Application Data, Application Data, Application Data, Application Data"
"3014","0.000061","192.168.1.19","142.250.68.68","TCP","54","57032  >  443 [ACK] Seq=2543 Ack=11969 Win=131072 Len=0"
"3015","0.000030","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=2891 Ack=22839 Win=131072 Len=0"
"3016","0.000278","142.250.68.68","192.168.1.19","TLSv1.3","1466","Application Data"
"3017","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"3018","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"3019","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"3020","0.000082","192.168.1.19","142.250.188.246","TCP","54","56998  >  443 [ACK] Seq=6180 Ack=71268 Win=131072 Len=0"
"3021","0.000030","192.168.1.19","142.250.188.246","TCP","54","57018  >  443 [ACK] Seq=1740 Ack=26551 Win=131072 Len=0"
"3022","0.000663","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"3023","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"3024","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"3025","0.000042","192.168.1.19","142.250.188.246","TCP","54","57017  >  443 [ACK] Seq=1740 Ack=26551 Win=131072 Len=0"
"3026","0.000030","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=2891 Ack=25663 Win=131072 Len=0"
"3027","0.000011","192.168.1.19","142.250.188.246","TCP","54","57014  >  443 [ACK] Seq=1753 Ack=46319 Win=131072 Len=0"
"3028","0.000517","142.250.72.129","192.168.1.19","TCP","60","443  >  57029 [ACK] Seq=9136 Ack=1728 Win=69632 Len=0"
"3029","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"3030","0.000034","192.168.1.19","142.250.188.246","TCP","54","56998  >  443 [ACK] Seq=6180 Ack=74092 Win=131072 Len=0"
"3031","0.000434","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"3032","0.000028","192.168.1.19","142.250.188.246","TCP","54","57018  >  443 [ACK] Seq=1740 Ack=29375 Win=131072 Len=0"
"3033","0.003906","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"3034","0.000039","192.168.1.19","142.250.188.246","TCP","54","57017  >  443 [ACK] Seq=1740 Ack=29375 Win=131072 Len=0"
"3035","0.002531","192.168.1.19","142.250.189.14","TLSv1.3","3831","Application Data"
"3036","0.000688","142.250.72.129","192.168.1.19","TLSv1.3","1466","Application Data"
"3037","0.000000","142.250.72.129","192.168.1.19","TLSv1.3","652","Application Data"
"3038","0.000000","142.250.72.129","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"3039","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"3040","0.000000","142.250.72.129","192.168.1.19","TLSv1.3","259","Application Data"
"3041","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","1071","Application Data, Application Data"
"3042","0.000000","142.250.68.68","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"3043","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"3044","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","5702","Application Data, Application Data, Application Data, Application Data"
"3045","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"3046","0.000149","192.168.1.19","142.250.72.129","TCP","54","57029  >  443 [ACK] Seq=1728 Ack=14175 Win=131072 Len=0"
"3047","0.000040","192.168.1.19","142.250.188.246","TCP","54","57018  >  443 [ACK] Seq=1740 Ack=32199 Win=131072 Len=0"
"3048","0.000017","192.168.1.19","142.250.68.68","TCP","54","57032  >  443 [ACK] Seq=2543 Ack=16205 Win=131072 Len=0"
"3049","0.000015","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=2891 Ack=28487 Win=131072 Len=0"
"3050","0.000015","192.168.1.19","142.250.188.246","TCP","54","56998  >  443 [ACK] Seq=6180 Ack=79740 Win=131072 Len=0"
"3051","0.000106","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"3052","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"3053","0.000000","142.250.68.68","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"3054","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"3055","0.000061","192.168.1.19","142.250.188.246","TCP","54","57017  >  443 [ACK] Seq=1740 Ack=32199 Win=131072 Len=0"
"3056","0.000026","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=2891 Ack=31311 Win=131072 Len=0"
"3057","0.000016","192.168.1.19","142.250.68.68","TCP","54","57032  >  443 [ACK] Seq=2543 Ack=19029 Win=131072 Len=0"
"3058","0.000017","192.168.1.19","142.250.188.246","TCP","54","56998  >  443 [ACK] Seq=6180 Ack=82564 Win=131072 Len=0"
"3059","0.000877","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"3060","0.000000","142.250.72.129","192.168.1.19","TCP","60","443  >  57030 [ACK] Seq=9136 Ack=1725 Win=69632 Len=0"
"3061","0.000078","192.168.1.19","142.250.188.246","TCP","54","57018  >  443 [ACK] Seq=1740 Ack=35023 Win=131072 Len=0"
"3062","0.002212","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"3063","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"3064","0.000051","192.168.1.19","142.250.188.246","TCP","54","57016  >  443 [ACK] Seq=2891 Ack=34135 Win=131072 Len=0"
"3065","0.000407","142.250.72.129","192.168.1.19","TLSv1.3","1466","Application Data"
"3066","0.000000","142.250.72.129","192.168.1.19","TLSv1.3","652","Application Data"
"3067","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"3068","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"3069","0.000000","142.250.72.129","192.168.1.19","TLSv1.3","1466","Application Data"
"3070","0.000000","142.250.68.68","192.168.1.19","TLSv1.3","2878","Application Data, Application Data"
"3071","0.000117","192.168.1.19","142.250.72.129","TCP","54","57030  >  443 [ACK] Seq=1725 Ack=12558 Win=131072 Len=0"
"3072","0.000031","192.168.1.19","142.250.188.246","TCP","54","56998  >  443 [ACK] Seq=6180 Ack=85388 Win=131072 Len=0"
"3073","0.000014","192.168.1.19","142.250.188.246","TCP","54","57017  >  443 [ACK] Seq=1740 Ack=35023 Win=131072 Len=0"
"3074","0.000014","192.168.1.19","142.250.68.68","TCP","54","57032  >  443 [ACK] Seq=2543 Ack=21853 Win=131072 Len=0"
"3075","0.001137","142.250.72.129","192.168.1.19","TCP","60","443  >  57025 [ACK] Seq=9136 Ack=1725 Win=69632 Len=0"
"3076","0.000000","142.250.188.246","192.168.1.19","TLSv1.3","1466","Application Data"
"3077","0.000000","142.250.72.129","192.168.1.19","TLSv1.3","1466","Application Data"
"3078","0.000000","142.250.72.129","192.168.1.19","TLSv1.3","652","Application Data"
"3079","0.000000","142.250.72.129","192.168.1.19","TLSv1.3","1403","Application Data"
